chr	start	end	target	0	strand
chr7	139339458	139425452		0	+
chr7	141652381	141656811		0	-
chr7	141703342	141738347		0	-
chr7	141738376	141750457		0	+
chr7	142332616	142802743		0	+
chr7	142872083	142874399		0	+
chr7	142873512	142874663		0	-
chr7	142875836	142892743		0	+
chr7	143321695	143330895		0	+
chr7	151466712	151491015		0	-
chr7	152140719	152145728		0	+
chr7	152148511	152148717		0	+
chr7	152207333	152248441		0	-
chr7	153748157	154540615		0	+
chr7	157005843	157009428		0	+
chr7	157006187	157007318		0	+
chr7	157337016	157417438		0	+
chr8	6316154	6407433		0	-
chr8	6615603	6708216		0	-
chr8	18059644	18084944		0	-
chr8	22984596	23019336		0	-
chr8	26578248	26583926		0	+
chr8	27774387	27776557		0	+
chr8	31162276	31177168		0	-
chr8	38148741	38163773		0	+
chr8	38428069	38468621		0	-
chr8	38421889	38426097		0	+
chr8	39077279	39105000		0	+
chr8	41660991	41665658		0	+
chr8	54457980	54459238		0	-
chr8	54648993	54869903		0	+
chr8	56067295	56074509		0	+
chr8	56073058	56074492		0	-
chr8	67189322	67191168		0	-
chr8	71155457	71204224		0	+
chr8	73976219	73981789		0	+
chr8	76849485	76853420		0	-
chr8	76982922	77000086		0	-
chr8	81439436	81533276		0	+
chr8	85440609	85464916		0	-
chr8	86707547	86818558		0	+
chr8	89953445	89984601		0	-
chr8	93809287	93809995		0	+
chr8	95204456	95812483		0	+
chr8	100217024	100221921		0	-
chr8	105780246	106060524		0	-
chr8	119062942	119068783		0	-
chr8	125040684	125044990		0	+
chr8	125091845	125182271		0	+
chr8	132972699	133003622		0	+
chr8	133237171	133297304		0	-
chr8	140268682	140287838		0	+
chr8	142876182	142878914		0	+
chr8	143213235	143217179		0	+
chr8	143578362	143583302		0	+
chr8	143922964	143924660		0	+
chr8	144358625	144360060		0	+
chr8	144412415	144413586		0	-
chr8	144413790	144415531		0	+
chr8	144424034	144439972		0	+
chr8	144511626	144512765		0	-
chr9	452492	492248		0	-
chr9	714503	761551		0	-
chr9	2015343	2047332		0	+
chr9	2715909	2718334		0	-
chr9	3824127	4300035		0	-
chr9	12688491	12814389		0	-
chr9	14307078	14359244		0	+
chr9	21994028	21994320		0	-
chr9	26956434	27011939		0	+
chr9	34634722	34637826		0	-
chr9	35073844	35074980		0	-
chr9	35088694	35090130		0	-
chr9	35808048	35812151		0	-
chr9	36840559	37026575		0	-
chr9	37779216	37800735		0	-
chr9	69121294	69218361		0	+
chr9	69251181	69254306		0	+
chr9	77176583	77178210		0	-
chr9	77340506	77351415		0	+
chr9	83660879	83683042		0	-
chr9	83968911	83970794		0	-
chr9	83972233	83975778		0	+
chr9	95185277	95426881		0	-
chr9	95463609	95470019		0	+
chr9	95480540	95506603		0	-
chr9	95485825	95516658		0	-
chr9	96011035	96027986		0	-
chr9	97651525	97679601		0	-
chr9	98625596	98872415		0	-
chr9	101419017	101422804		0	+
chr9	105244648	105391399		0	+
chr9	106974833	107102989		0	-
chr9	108868636	108878123		0	-
chr9	113221528	113266935		0	+
chr9	114219813	114246867		0	+
chr9	127492888	127503509		0	+
chr9	127815017	127825264		0	-
chr9	127815944	127822867		0	+
chr9	127826631	127854640		0	-
chr9	127934503	127940953		0	+
chr9	127935101	127937336		0	-
chr9	128233564	128239783		0	+
chr9	128322279	128334069		0	+
chr9	128523272	128553507		0	+
chr9	128528540	128552410		0	-
chr9	128941479	128957021		0	+
chr9	128998321	129018539		0	+
chr9	131132852	131167505		0	-
chr9	131516558	131522230		0	-
chr9	133071128	133071860		0	-
chr9	133654149	133660023		0	-
chr9	134819044	134872636		0	-
chr9	135425769	135677933		0	-
chr9	135503273	135506447		0	-
chr9	136792254	136841182		0	-
chr9	137007236	137009904		0	-
chr9	137101486	137104328		0	-
chr9	137163306	137168755		0	+
chr9	137224115	137233762		0	-
chr9	137241259	137243706		0	+
chr9	138040503	138045071		0	-
chrX	10449391	10567162		0	-
chrX	11090151	11131988		0	-
chrX	12902817	12943300		0	-
chrX	15325029	15335525		0	-
chrX	18890296	18894975		0	+
chrX	18897205	18905815		0	-
chrX	18899065	18903226		0	+
chrX	18941557	18954338		0	-
chrX	21733242	21737699		0	-
chrX	21853400	21856611		0	+
chrX	22162732	22172984		0	-
chrX	24062399	24062629		0	+
chrX	30698207	30721932		0	+
chrX	30699998	30724174		0	-
chrX	31097677	31169557		0	+
chrX	31223030	31266952		0	-
chrX	31261108	31323630		0	+
chrX	31729687	31836783		0	-
chrX	32364682	33211312		0	-
chrX	41333398	41338569		0	+
chrX	41520036	41522336		0	+
chrX	41743613	41923015		0	-
chrX	43949732	43969621		0	+
chrX	47624214	47627227		0	-
chrX	49187812	49200202		0	-
chrX	49198839	49202454		0	+
chrX	53191797	53225186		0	+
chrX	65736906	65741404		0	+
chrX	70452956	70455994		0	-
chrX	71122734	71126456		0	-
chrX	71137188	71137392		0	+
chrX	71161697	71198381		0	-
chrX	71283694	71294208		0	+
chrX	72688949	72712349		0	+
chrX	77599732	77633335		0	-
chrX	77899464	77905384		0	+
chrX	80733456	80809809		0	-
chrX	85861181	86047305		0	-
chrX	101349447	101386224		0	-
chrX	101384987	101487674		0	+
chrX	102599512	102917367		0	+
chrX	103628989	103630945		0	+
chrX	103776576	103832257		0	-
chrX	107894597	107935981		0	-
chrX	108439924	108621856		0	+
chrX	118578568	118588310		0	+
chrX	119871771	119876665		0	+
chrX	120560111	120605556		0	+
chrX	120614741	120630088		0	-
chrX	121020044	121049520		0	-
chrX	124370215	124373156		0	+
chrX	126471705	126731850		0	+
chrX	129981107	130013151		0	+
chrX	134493519	134500655		0	+
chrX	136207776	136209947		0	+
chrX	147887972	147922158		0	-
chrX	152138883	152186858		0	+
chrX	153494953	153509546		0	+
chrX	153505869	153508805		0	+
chrX	153688061	153691366		0	+
chrX	153735626	153766479		0	-
chrX	153794685	153798495		0	+
chrX	153861706	153863521		0	-
chrX	154032374	154137103		0	-
chrX	154348535	154350196		0	-
chrX	154354634	154358215		0	-
chrX	154396878	154398816		0	-
chrX	154409969	154412080		0	-
chrX	154411518	154421660		0	+
chrX	154444247	154450646		0	+
chrX	154535992	154546933		0	-
chrX	154562398	154564368		0	+
chrX	155465970	155611616		0	+
chrY	1268800	1309935		0	+
chrY	2752296	2787634		0	+
chr20	47553643	47938039		0	+
chr1	1351518	1362312		0	+
chr1	6452073	6460454		0	+
chr1	10639241	10654333		0	+
chr1	12001355	12003662		0	+
chr1	16031853	16034470		0	+
chr1	22636685	22639606		0	+
chr1	22643661	22647635		0	+
chr1	26697211	26731308		0	+
chr1	26795143	26798388		0	+
chr1	27113821	27114267		0	+
chr1	39467408	39486070		0	+
chr1	42731636	42755945		0	+
chr1	43448656	43451158		0	+
chr1	43894815	43922795		0	+
chr1	44979319	44997980		0	+
chr1	53011468	53051604		0	+
chr1	54756900	54764488		0	+
chr1	58557748	58672182		0	+
chr1	63654348	63660243		0	+
chr1	64787837	65202396		0	+
chr1	74350018	74398685		0	+
chr1	75761158	75763494		0	+
chr1	94020496	94022080		0	+
chr1	99850156	99864554		0	+
chr1	100428847	100478732		0	+
chr1	108901716	108902135		0	+
chr1	109629878	109672959		0	+
chr1	115720899	115727431		0	+
chr1	119409640	119536232		0	+
chr1	151441142	151458300		0	+
chr1	154183515	154199428		0	+
chr1	160282044	160285159		0	+
chr1	161863196	161912939		0	+
chr1	168676271	168701242		0	+
chr1	173823609	173834869		0	+
chr1	179564263	179573314		0	+
chr1	179912188	179920074		0	+
chr1	196181387	196280088		0	+
chr1	197282755	197343357		0	+
chr1	198678328	198744915		0	+
chr1	201053456	201054566		0	+
chr1	201077585	201078536		0	+
chr1	201086889	201093848		0	+
chr1	202922895	202967255		0	+
chr1	215959524	215987427		0	+
chr1	216189836	216193742		0	+
chr1	230218658	230255935		0	+
chr1	235681522	235711007		0	+
chr1	243378710	243385396		0	+
chr1	244048534	244054185		0	+
chr1	2189825	2235354		0	-
chr1	3839699	3857218		0	-
chr1	6467128	6468372		0	-
chr1	7663363	7663793		0	-
chr1	9088512	9572901		0	-
chr1	10574973	10605347		0	-
chr1	11106538	11112898		0	-
chr1	16124341	16130237		0	-
chr1	19219428	19221520		0	-
chr1	25804527	25805407		0	-
chr1	29035866	29039436		0	-
chr1	39853384	39888570		0	-
chr1	43337301	43338400		0	-
chr1	91980927	91981127		0	-
chr1	99912914	100038702		0	-
chr1	100187538	100215618		0	-
chr1	111978757	112162141		0	-
chr1	115724223	115725691		0	-
chr1	119061788	119128826		0	-
chr1	119748383	119752664		0	-
chr1	119848239	119991556		0	-
chr1	149923316	149924002		0	-
chr1	151612038	151613363		0	-
chr1	151816044	151831756		0	-
chr1	160138358	160151505		0	-
chr1	165727278	165768838		0	-
chr1	168696352	168784219		0	-
chr1	196465176	196492295		0	-
chr1	197074115	197204051		0	-
chr1	200644043	200650676		0	-
chr1	209801266	209806096		0	-
chr1	212885882	212897011		0	-
chr1	219947604	220045146		0	-
chr1	220108328	220131386		0	-
chr1	220158458	220164768		0	-
chr1	230241555	230246736		0	-
chr1	230647451	230679103		0	-
chr1	230702539	230704278		0	-
chr1	235419515	235426983		0	-
chr1	237782304	237807006		0	-
chr1	42958277	43196506		0	+
chr1	110508191	110728519		0	+
chr10	221186	237479		0	+
chr10	1080155	1082179		0	+
chr10	14948596	14949171		0	+
chr10	16828873	16832809		0	+
chr10	68478692	68510835		0	+
chr10	69337234	69388249		0	+
chr10	70434829	70436556		0	+
chr10	70599932	70602064		0	+
chr10	73178989	73412439		0	+
chr10	77634111	77637806		0	+
chr10	77908260	78344976		0	+
chr10	77937347	78069750		0	+
chr10	77993258	78000122		0	+
chr10	78022602	78026105		0	+
chr10	87042227	87069364		0	+
chr10	87745167	87746405		0	+
chr10	89138371	89282640		0	+
chr10	97608795	97612749		0	+
chr10	98436353	98443795		0	+
chr10	101770329	101773926		0	+
chr10	103100872	103102481		0	+
chr10	113129297	113151739		0	+
chr10	113902545	113908968		0	+
chr10	117267128	117268840		0	+
chr10	119607489	119677815		0	+
chr10	129840241	129854398		0	+
chr10	248826	257214		0	-
chr10	8054552	8055903		0	-
chr10	17011530	17019967		0	-
chr10	17122293	17126807		0	-
chr10	23203816	23239816		0	-
chr10	26704212	26716165		0	-
chr10	32034768	32056381		0	-
chr10	63208341	63213652		0	-
chr10	68148004	68150770		0	-
chr10	74108660	74112347		0	-
chr10	74975157	75025175		0	-
chr10	76901181	76914989		0	-
chr10	79298762	79302219		0	-
chr10	79304013	79311076		0	-
chr10	79556218	79615418		0	-
chr10	86699922	86709973		0	-
chr10	86948677	87097591		0	-
chr10	93765486	93788605		0	-
chr10	94269280	94287478		0	-
chr10	95663882	95682804		0	-
chr10	95753206	96090238		0	-
chr10	100202125	100219293		0	-
chr10	103389054	103396430		0	-
chr10	120753391	120869430		0	-
chr10	120902174	120923631		0	-
chr10	129956364	130000807		0	-
chr10	133362456	133365993		0	-
chr10	119670328	119726582		0	-
chr11	6616786	6617579		0	+
chr11	10497859	10556507		0	+
chr11	31773142	31843617		0	+
chr11	44234232	44244929		0	+
chr11	44301379	44326524		0	+
chr11	47216213	47217370		0	+
chr11	47778997	47786570		0	+
chr11	57597710	57600055		0	+
chr11	61967794	61971373		0	+
chr11	62574190	62579404		0	+
chr11	65261963	65269326		0	+
chr11	66070148	66211195		0	+
chr11	67489394	67491101		0	+
chr11	67999526	68003135		0	+
chr11	68769007	68775021		0	+
chr11	78474827	78497121		0	+
chr11	111872608	111912109		0	+
chr11	112087869	112095770		0	+
chr11	116790242	116805983		0	+
chr11	117338600	117344965		0	+
chr11	118313829	118316171		0	+
chr11	118436515	118471792		0	+
chr11	119206055	119232659		0	+
chr11	124891304	124892126		0	+
chr11	124924827	124925065		0	+
chr11	126445957	126450299		0	+
chr11	134262522	134265851		0	+
chr11	650995	674556		0	-
chr11	1674243	1757422		0	-
chr11	3810785	3812167		0	-
chr11	4013714	4062883		0	-
chr11	6566745	6566969		0	-
chr11	17118253	17120037		0	-
chr11	19182421	19192474		0	-
chr11	35259978	35265693		0	-
chr11	47331412	47332244		0	-
chr11	77355687	77379379		0	-
chr11	78069860	78079827		0	-
chr11	88326092	88334957		0	-
chr11	103430464	103440548		0	-
chr11	111908626	111913170		0	-
chr11	118312144	118314791		0	-
chr11	118436732	118439158		0	-
chr11	124753194	124762275		0	-
chr11	6630603	6664989		0	+
chr11	102552907	102583621		0	-
chr11	105575567	105943152		0	-
chr12	885773	896161		0	+
chr12	6328767	6338454		0	+
chr12	6531056	6531954		0	+
chr12	8647234	8648275		0	+
chr12	13564377	13564646		0	+
chr12	25225103	25225665		0	+
chr12	30687198	30693978		0	+
chr12	48114810	48127420		0	+
chr12	49295363	49298682		0	+
chr12	51751554	51751904		0	+
chr12	52519495	52520435		0	+
chr12	65806349	65853393		0	+
chr12	68412494	68705533		0	+
chr12	68718004	68720561		0	+
chr12	69348401	69354228		0	+
chr12	79778571	79798572		0	+
chr12	88050248	88064271		0	+
chr12	100298561	100323030		0	+
chr12	100561951	100563860		0	+
chr12	110345336	110351090		0	+
chr12	112456028	112475342		0	+
chr12	120427966	120544354		0	+
chr12	121847173	121854791		0	+
chr12	2631461	2641930		0	-
chr12	6328784	6329922		0	-
chr12	6519826	6554071		0	-
chr12	6941188	6946000		0	-
chr12	25209192	25227262		0	-
chr12	27661611	27692514		0	-
chr12	32736930	32737660		0	-
chr12	48979465	48987074		0	-
chr12	49031782	49034474		0	-
chr12	50102362	50107788		0	-
chr12	52407538	52458678		0	-
chr12	52487180	52490940		0	-
chr12	52674738	52679928		0	-
chr12	56852226	57067982		0	-
chr12	65169501	65171074		0	-
chr12	68649564	68660520		0	-
chr12	79296070	79299524		0	-
chr12	89630548	89709431		0	-
chr12	93677298	93683031		0	-
chr12	93785400	93976272		0	-
chr12	102470972	102477775		0	-
chr12	109764488	109769180		0	-
chr12	109768031	109768253		0	-
chr12	112230902	112258022		0	-
chr12	121000486	121001268		0	-
chr12	123210272	123349927		0	-
chr12	123754246	123754794		0	-
chr12	89351015	89451702		0	+
chr13	19993670	20019953		0	+
chr13	20185406	20192858		0	+
chr13	39663922	39677776		0	+
chr13	47946068	47962203		0	+
chr13	49705856	49747905		0	+
chr13	50947675	50960239		0	+
chr13	85788039	85812928		0	+
chr13	31775432	31809651		0	-
chr13	35646280	35649686		0	-
chr13	36948817	37041232		0	-
chr13	41057170	41147836		0	-
chr13	50934604	50948218		0	-
chr13	77898126	77901192		0	-
chr13	100315968	100339589		0	-
chr13	101090327	101165399		0	-
chr13	110174710	110307109		0	-
chr13	112871321	112872989		0	-
chr14	23386030	23418763		0	+
chr14	35390508	35495503		0	+
chr14	45068540	45073917		0	+
chr14	49634101	49650470		0	+
chr14	50696714	50923297		0	+
chr14	91315646	91321308		0	+
chr14	91877518	91883083		0	+
chr14	102001984	102003925		0	+
chr14	102916339	102927802		0	+
chr14	22769653	22799551		0	-
chr14	23381986	23389627		0	-
chr14	31689419	31805062		0	-
chr14	32066912	32155661		0	-
chr14	34712012	34714460		0	-
chr14	35007299	35029153		0	-
chr14	50201015	50231590		0	-
chr14	54850889	54866427		0	-
chr14	67072706	67100356		0	-
chr14	67110138	67180994		0	-
chr14	68911090	68921081		0	-
chr14	75863659	75863867		0	-
chr14	76066973	76080222		0	-
chr14	81087478	81093735		0	-
chr14	99895870	99900720		0	-
chr14	102029605	102032318		0	-
chr14	105742376	106627669		0	-
chr14	35403220	35483116		0	+
chr14	54902306	54908303		0	+
chr14	75569138	75579589		0	-
chr15	28021676	28022605		0	+
chr15	28030385	28048887		0	+
chr15	34238319	34272416		0	+
chr15	42952272	43024986		0	+
chr15	43237557	43267036		0	+
chr15	43386768	43402278		0	+
chr15	43404473	43405877		0	+
chr15	48285204	48304076		0	+
chr15	60511541	60532167		0	+
chr15	64414163	64424363		0	+
chr15	89264342	89295851		0	+
chr15	90908319	90942510		0	+
chr15	90994736	91001685		0	+
chr15	90869918	91036611		0	+
chr15	92999921	93002199		0	+
chr15	22701382	22840419		0	-
chr15	37087712	37098109		0	-
chr15	40142869	40180195		0	-
chr15	45573526	45633526		0	-
chr15	50324561	50733298		0	-
chr15	55497238	55498326		0	-
chr15	61931596	61948533		0	-
chr15	63689615	63696310		0	-
chr15	64345825	64407666		0	-
chr15	65002519	65005578		0	-
chr15	65611232	65656085		0	-
chr15	67201676	67204089		0	-
chr15	72291568	72483827		0	-
chr15	75018415	75018984		0	-
chr15	78050125	78128835		0	-
chr15	78131910	78191038		0	-
chr15	92884471	92904363		0	-
chr15	100881410	100919453		0	-
chr15	55993820	56193681		0	+
chr16	861074	874496		0	+
chr16	2309310	2331655		0	+
chr16	11254417	11256187		0	+
chr16	17117670	17117986		0	+
chr16	30152738	30252060		0	+
chr16	30722160	30724450		0	+
chr16	50018822	50074986		0	+
chr16	50782335	50791607		0	+
chr16	55486618	55488777		0	+
chr16	55501772	55506237		0	+
chr16	57661890	57665025		0	+
chr16	57917424	57921237		0	+
chr16	69311274	69316315		0	+
chr16	86051688	86073131		0	+
chr16	92681	102368		0	-
chr16	548957	560146		0	-
chr16	576127	590437		0	-
chr16	964987	972082		0	-
chr16	1706314	1706543		0	-
chr16	2494077	2496539		0	-
chr16	2497561	2497831		0	-
chr16	4796984	4798148		0	-
chr16	8847650	8848724		0	-
chr16	13916933	13920905		0	-
chr16	13924753	13926703		0	-
chr16	13947918	13949407		0	-
chr16	14435720	14447050		0	-
chr16	15738631	15756457		0	-
chr16	16213580	16426562		0	-
chr16	28884655	28885845		0	-
chr16	29795722	29799018		0	-
chr16	30984630	30988270		0	-
chr16	31001094	31010589		0	-
chr16	49945184	50082620		0	-
chr16	51109576	51164518		0	-
chr16	56869733	56870238		0	-
chr16	57245832	57246396		0	-
chr16	67166547	67168098		0	-
chr16	68279563	68319335		0	-
chr16	70271228	70378073		0	-
chr16	71567522	71568767		0	-
chr16	88423485	88430989		0	-
chr16	88813737	88818102		0	-
chr17	2322400	2728447		0	+
chr17	3483678	3544589		0	+
chr17	5515026	5535851		0	+
chr17	7311061	7312451		0	+
chr17	7439506	7445966		0	+
chr17	7884866	7890682		0	+
chr17	8079482	8081565		0	+
chr17	8513608	8521294		0	+
chr17	10291297	10625540		0	+
chr17	10641242	10642407		0	+
chr17	10694899	10709768		0	+
chr17	16003686	16006937		0	+
chr17	17207099	17217639		0	+
chr17	17213675	17213877		0	+
chr17	19784629	20223672		0	+
chr17	29511258	29639107		0	+
chr17	31214690	31220318		0	+
chr17	40628084	40630795		0	+
chr17	41801964	41868434		0	+
chr17	42543323	42549761		0	+
chr17	46089488	46098518		0	+
chr17	58218594	58232831		0	+
chr17	58279006	58279429		0	+
chr17	59213157	59215231		0	+
chr17	63699934	63713865		0	+
chr17	63963171	63966561		0	+
chr17	65538238	65541560		0	+
chr17	67101615	67139971		0	+
chr17	67893570	67909636		0	+
chr17	67973934	67976072		0	+
chr17	75515763	75543444		0	+
chr17	75827324	75860338		0	+
chr17	76537335	76792366		0	+
chr17	76734117	76737331		0	+
chr17	80261080	80287826		0	+
chr17	81712338	81721010		0	+
chr17	787493	818887		0	-
chr17	1995216	2662042		0	-
chr17	2654969	2728148		0	-
chr17	4945667	4948320		0	-
chr17	7487426	7500174		0	-
chr17	7513164	7514612		0	-
chr17	7700739	7708201		0	-
chr17	8160992	8164768		0	-
chr17	9598232	9646148		0	-
chr17	11347966	11598944		0	-
chr17	16316702	16351779		0	-
chr17	18119168	18357257		0	-
chr17	18153714	18154235		0	-
chr17	18154620	18155373		0	-
chr17	19595308	19677581		0	-
chr17	31193173	31220318		0	-
chr17	37293561	37852819		0	-
chr17	40603858	40638427		0	-
chr17	41619444	41621917		0	-
chr17	41754612	41757741		0	-
chr17	42217228	42223417		0	-
chr17	42332252	42352236		0	-
chr17	42403074	42454679		0	-
chr17	42688664	42691516		0	-
chr17	42788286	42798378		0	-
chr17	43124487	43176658		0	-
chr17	44004965	44006156		0	-
chr17	44372185	44375630		0	-
chr17	45988502	46002018		0	-
chr17	47928820	47945992		0	-
chr17	50355867	50357126		0	-
chr17	61356839	61411555		0	-
chr17	61482565	61483038		0	-
chr17	61972812	61983138		0	-
chr17	62033915	62065972		0	-
chr17	63481563	63494044		0	-
chr17	63747291	63766074		0	-
chr17	63752417	63761512		0	-
chr17	68589730	68600425		0	-
chr17	70109634	70152065		0	-
chr17	73202968	73203431		0	-
chr17	75725836	75737638		0	-
chr17	75796209	76073414		0	-
chr17	75827264	75828972		0	-
chr17	75945779	75948378		0	-
chr17	80339898	81355859		0	-
chr17	80372278	80373114		0	-
chr18	670833	673496		0	+
chr18	2915086	2921685		0	+
chr18	3456273	3468948		0	+
chr18	22181496	22201583		0	+
chr18	22981281	22993162		0	+
chr18	22993384	22997734		0	+
chr18	23539241	23539565		0	+
chr18	36769392	36780056		0	+
chr18	45486128	45794949		0	+
chr18	45868545	45880742		0	+
chr18	2951175	3013338		0	-
chr18	3450872	3470475		0	-
chr18	9073328	9137433		0	-
chr18	10784070	10785004		0	-
chr18	12329117	12337510		0	-
chr18	23539241	23539565		0	-
chr18	31088399	31091135		0	-
chr18	31092142	31102286		0	-
chr18	53397763	53416165		0	-
chr18	55227855	55232649		0	-
chr18	57549578	57554296		0	-
chr18	62364067	62411596		0	-
chr18	74287545	74301526		0	-
chr19	2414243	2654271		0	+
chr19	5144332	5153046		0	+
chr19	6678109	6689051		0	+
chr19	7140778	7162027		0	+
chr19	12696260	12703806		0	+
chr19	12940251	12944488		0	+
chr19	13225368	13231868		0	+
chr19	13257364	13275960		0	+
chr19	13926262	13927807		0	+
chr19	13929400	13930876		0	+
chr19	18161570	18162721		0	+
chr19	34366611	34369703		0	+
chr19	35722690	35724668		0	+
chr19	35841721	35842247		0	+
chr19	35848732	35849600		0	+
chr19	38226961	38329229		0	+
chr19	38580078	38587560		0	+
chr19	42292602	42293280		0	+
chr19	45354720	45370241		0	+
chr19	46845304	46850258		0	+
chr19	48965895	48966878		0	+
chr19	51353321	51363184		0	+
chr19	54137787	54143483		0	+
chr19	54152612	54155699		0	+
chr19	2088488	2147187		0	-
chr19	5021639	5153605		0	-
chr19	15189246	15189596		0	-
chr19	15191424	15201477		0	-
chr19	15237404	15239124		0	-
chr19	17013588	17029036		0	-
chr19	18129498	18141975		0	-
chr19	18785834	18788319		0	-
chr19	34366312	34368708		0	-
chr19	35841744	35848261		0	-
chr19	39286772	39367804		0	-
chr19	40393773	40397255		0	-
chr19	40686170	40698066		0	-
chr19	40709429	40714685		0	-
chr19	46918676	47001375		0	-
chr19	48441767	48443604		0	-
chr19	48584540	48594286		0	-
chr19	48798077	48805919		0	-
chr19	49127864	49128101		0	-
chr19	49128380	49134169		0	-
chr19	49134595	49137324		0	-
chr19	50406228	50409222		0	-
chr19	51345176	51366331		0	-
chr19	53827917	53989104		0	-
chr19	54127106	54137361		0	-
chr19	55132832	55141868		0	-
chr19	55158665	55161070		0	-
chr2	1413479	1456259		0	+
chr2	11766073	12495799		0	+
chr2	19945790	19945996		0	+
chr2	19978368	19981628		0	+
chr2	26197720	26198634		0	+
chr2	27058590	27070611		0	+
chr2	32234923	32267025		0	+
chr2	38644223	38734688		0	+
chr2	39016530	39030988		0	+
chr2	47138008	47217998		0	+
chr2	47369328	47374498		0	+
chr2	47461754	47467970		0	+
chr2	48809340	49422302		0	+
chr2	86137060	86138178		0	+
chr2	96208407	96254237		0	+
chr2	99574686	99617916		0	+
chr2	135130580	135135786		0	+
chr2	135794362	135794983		0	+
chr2	135804934	135828172		0	+
chr2	159478220	159480763		0	+
chr2	168930314	168936447		0	+
chr2	171237613	171747436		0	+
chr2	171810117	171810514		0	+
chr2	174255387	174483070		0	+
chr2	188993216	188994388		0	+
chr2	190243060	190281653		0	+
chr2	197693106	197774823		0	+
chr2	199316338	199338593		0	+
chr2	201072019	201085747		0	+
chr2	202451765	202475917		0	+
chr2	202551872	202565848		0	+
chr2	210677100	210679105		0	+
chr2	219395231	219422930		0	+
chr2	231240405	231259553		0	+
chr2	1525672	1599120		0	-
chr2	15914499	15980336		0	-
chr2	19927337	19970310		0	-
chr2	26524758	26527968		0	-
chr2	27053618	27054276		0	-
chr2	27237927	27238163		0	-
chr2	29178575	29210685		0	-
chr2	44319654	44321858		0	-
chr2	46332516	46429086		0	-
chr2	47795200	48094487		0	-
chr2	55288090	55299879		0	-
chr2	55816695	55900830		0	-
chr2	71555974	71561945		0	-
chr2	80552899	80723701		0	-
chr2	96254846	96265982		0	-
chr2	98395841	98397158		0	-
chr2	112574817	112584815		0	-
chr2	113131056	113133279		0	-
chr2	113055680	113375038		0	-
chr2	119933941	119935984		0	-
chr2	138007007	138032456		0	-
chr2	144404883	144406655		0	-
chr2	151485341	151491718		0	-
chr2	151506156	151506487		0	-
chr2	165747806	165749821		0	-
chr2	165770545	165794670		0	-
chr2	169127765	169137434		0	-
chr2	169509915	169514731		0	-
chr2	172464229	172556596		0	-
chr2	173166730	173354675		0	-
chr2	178539247	178539547		0	-
chr2	178793404	178807414		0	-
chr2	188982965	188984800		0	-
chr2	189852821	189879675		0	-
chr2	190969149	190975823		0	-
chr2	201700557	201704557		0	-
chr2	202527357	202533730		0	-
chr2	206121763	206127377		0	-
chr2	210290154	210294420		0	-
chr2	215319808	215551781		0	-
chr2	226936014	227033408		0	-
chr2	227146691	227164220		0	-
chr2	229767217	229768966		0	-
chr2	231254110	231258782		0	-
chr2	241699104	241735547		0	-
chr2	31531409	31772922		0	-
chr2	55705434	56035156		0	+
chr2	226796215	226826537		0	+
chr20	3915334	3942390		0	+
chr20	8132376	8372351		0	+
chr20	10672872	11029450		0	+
chr20	33401595	33410269		0	+
chr20	36890397	36909647		0	+
chr20	37999181	38000360		0	+
chr20	44585114	44624312		0	+
chr20	46364531	46393276		0	+
chr20	48921743	48953688		0	+
chr20	49031825	49033788		0	+
chr20	58891466	58892939		0	+
chr20	63436570	63440112		0	+
chr20	63693268	63696241		0	+
chr20	760080	763535		0	-
chr20	2461644	2470772		0	-
chr20	2660734	2663748		0	-
chr20	3213419	3221570		0	-
chr20	3868560	3889173		0	-
chr20	3921279	3923400		0	-
chr20	5099857	5113045		0	-
chr20	6112565	6123055		0	-
chr20	32096519	32115538		0	-
chr20	32100930	32101889		0	-
chr20	33758714	33762039		0	-
chr20	36903409	36992591		0	-
chr20	36919165	36927324		0	-
chr20	36925885	36943061		0	-
chr20	38599697	38728240		0	-
chr20	44089866	44172382		0	-
chr20	44419731	44424127		0	-
chr20	45252240	45254542		0	-
chr20	45424212	45425825		0	-
chr20	45892694	45893419		0	-
chr20	50892964	50931422		0	-
chr21	25571020	26043732		0	+
chr21	33343603	33349550		0	+
chr21	33915534	34003026		0	+
chr21	37043137	37078174		0	+
chr21	43038807	43113335		0	+
chr21	45477592	45477904		0	+
chr21	46114006	46132846		0	+
chr21	25697631	25717167		0	-
chr21	31666728	31667303		0	-
chr21	37478985	37490028		0	-
chr21	46111551	46112185		0	-
chr21	46235136	46241981		0	-
chr22	19742726	19760932		0	+
chr22	30622721	30627060		0	+
chr22	32055013	32080814		0	+
chr22	32652417	32820577		0	+
chr22	32836706	32865634		0	+
chr22	33554089	33565747		0	+
chr22	36281282	36294241		0	+
chr22	38130216	38150612		0	+
chr22	39241468	39248565		0	+
chr22	41730277	41739627		0	+
chr22	42079700	42137742		0	+
chr22	18083486	18089675		0	-
chr22	19175575	19178863		0	-
chr22	21779991	21804869		0	-
chr22	25893833	25903567		0	-
chr22	26002663	26045064		0	-
chr22	35606765	35617318		0	-
chr22	36281279	36289220		0	-
chr22	39223684	39230224		0	-
chr22	42618845	42627638		0	-
chr22	46227989	46688188		0	-
chr22	50525756	50526388		0	-
chr22	50694772	50695058		0	-
chr3	7606893	7799846		0	+
chr3	15518529	15521621		0	+
