UID	Lncbook_id	Noncode_id	chr	start	end	strand
ELH002347	HSALNG0059245	NONHSAG048101.3	chr7	81690356	82030612	+
ELH002355	HSALNG0059515	NONHSAG048189.2	chr7	91939877	91941137	-
ELH002357	N.A.	NONHSAG048191.2	chr7	92105706	92110665	+
ELH002360	HSALNG0059620	NONHSAG048228.2	chr7	94261986	94395618	-
ELH002361	N.A.	NONHSAG048231.2	chr7	94417724	94430395	+
ELH002235	N.A.	NONHSAG048603.3	chr7	116235756	116499547	-
ELH002241	HSALNG0060794	NONHSAG048623.2	chr7	117447910	117504308	+
ELH002243	N.A.	NONHSAG048624.2	chr7	117560733	117564676	-
ELH002246	HSALNG0060798	NONHSAG048626.2	chr7	117604791	117647416	-
ELH002250	HSALNG0061066	NONHSAG048695.3	chr7	124925770	125179315	+
ELH002280	HSALNG0062390	NONHSAG049185.2	chr7	151876293	151879834	+
ELH002431	HSALNG0063700	NONHSAG049655.3	chr8	18059644	18084944	-
ELH002435	N.A.	NONHSAG049801.2	chr8	26291537	26354637	+
ELH002449	N.A.	NONHSAG050168.2	chr8	47942581	47944778	+
ELH002450	N.A.	NONHSAG050251.2	chr8	54457980	54459238	-
ELH002451	N.A.	NONHSAG050272.2	chr8	56067295	56074509	+
ELH002457	HSALNG0065692	NONHSAG050345.2	chr8	61684035	61714575	-
ELH002471	N.A.	NONHSAG050708.2	chr8	89953445	89984601	-
ELH002474	N.A.	NONHSAG050769.2	chr8	93809287	93809995	+
ELH002370	N.A.	NONHSAG050985.2	chr8	103398638	103415335	-
ELH002373	N.A.	NONHSAG051015.3	chr8	105780246	106060524	-
ELH002421	N.A.	NONHSAG051523.2	chr8	143922964	143924660	+
ELH002424	N.A.	NONHSAG051567.2	chr8	144511626	144512765	-
ELH002425	N.A.	NONHSAG051568.2	chr8	144512567	144513672	+
ELH002537	N.A.	NONHSAG051898.2	chr9	21994028	21994320	-
ELH002549	N.A.	NONHSAG052149.2	chr9	36840559	37026575	-
ELH002551	N.A.	NONHSAG052151.2	chr9	37002697	37008040	+
ELH002552	HSALNG0071077	NONHSAG052179.2	chr9	37779216	37800735	-
ELH002583	HSALNG0072965	NONHSAG052925.3	chr9	95185277	95426881	-
ELH002592	HSALNG0073199	NONHSAG053014.2	chr9	98625596	98872415	-
ELH002597	HSALNG0073249	NONHSAG053033.3	chr9	99541159	99906614	-
ELH002498	N.A.	NONHSAG053499.3	chr9	127815017	127825264	-
ELH002499	HSALNG0074541;HSALNG0074542	NONHSAG053500.3	chr9	127815944	127822867	+
ELH002502	N.A.	NONHSAG053502.2	chr9	127826631	127854640	-
ELH002506	HSALNG0074635	NONHSAG053546.2	chr9	128523272	128553507	+
ELH002509	HSALNG0074634	NONHSAG053547.2	chr9	128528540	128552410	-
ELH002640	N.A.	NONHSAG054212.2	chrX	31097677	31169557	+
ELH002642	N.A.	NONHSAG054214.2	chrX	31261108	31323630	+
ELH002646	N.A.	NONHSAG054215.2	chrX	31729687	31836783	-
ELH002647	N.A.	NONHSAG054216.2	chrX	32364682	33211312	-
ELH002668	N.A.	NONHSAG054717.2	chrX	71137188	71137392	+
ELH002677	N.A.	NONHSAG054832.2	chrX	77599732	77633335	-
ELH002624	N.A.	NONHSAG055547.2	chrX	153505869	153508805	+
ELH002625	HSALNG0140789	NONHSAG055558.3	chrX	153735626	153766479	-
ELH002627	N.A.	NONHSAG055565.2	chrX	153861706	153863521	-
ELH002630	N.A.	NONHSAG055582.2	chrX	154348535	154350196	-
ELH000117	HSALNG0009617	NONHSAG057094.1	chr1	201053456	201054566	+
ELH000119	N.A.	NONHSAG057095.1	chr1	201077585	201078536	+
ELH000022	HSALNG0006082	NONHSAG058034.1	chr1	111978757	112162141	-
ELH000136	N.A.	NONHSAG058461.1	chr1	215086352	215086683	-
ELH000106	HSALNG0009512;HSALNG0009525	NONHSAG059768.2	chr1	198802218	199021038	-
ELH000320	N.A.	NONHSAG060556.1	chr10	70599932	70602064	+
ELH000346	HSALNG0079566	NONHSAG060674.1	chr10	89138371	89282640	+
ELH000246	N.A.	NONHSAG060770.1	chr10	102632870	102633072	+
ELH000269	N.A.	NONHSAG061128.1	chr10	12896630	12998431	-
ELH000334	N.A.	NONHSAG061426.1	chr10	86699922	86709973	-
ELH000250	N.A.	NONHSAG061518.1	chr10	104031509	104033361	-
ELH000261	HSALNG0081110;HSALNG0081112	NONHSAG061596.2	chr10	120753391	120869430	-
ELH000422	N.A.	NONHSAG062783.1	chr11	44234232	44244929	+
ELH000424	HSALNG0083866	NONHSAG062785.2	chr11	44301379	44326524	+
ELH000464	N.A.	NONHSAG062905.1	chr11	67489394	67491101	+
ELH000363	HSALNG0087168	NONHSAG063082.1	chr11	112087869	112095770	+
ELH000378	N.A.	NONHSAG063141.1	chr11	119206055	119232659	+
ELH000384	HSALNG0087923	NONHSAG063173.1	chr11	124891304	124892126	+
ELH000407	N.A.	NONHSAG063360.1	chr11	31305633	31335564	-
ELH000361	N.A.	NONHSAG063633.1	chr11	111908626	111913170	-
ELH000371	N.A.	NONHSAG063677.1	chr11	118312144	118314791	-
ELH000635	N.A.	NONHSAG064970.1	chr12	98645521	98650318	+
ELH000581	N.A.	NONHSAG065437.1	chr12	49031782	49034474	-
ELH000529	N.A.	NONHSAG065762.1	chr12	121000486	121001268	-
ELH000650	HSALNG0095750	NONHSAG066864.2	chr13	23715168	23735603	+
ELH000659	N.A.	NONHSAG067407.1	chr13	28433944	28495115	-
ELH000638	HSALNG0098976	NONHSAG067719.1	chr13	100315968	100339589	-
ELH000644	HSALNG0099359	NONHSAG067779.1	chr13	110174710	110307109	-
ELH000713	HSALNG0100037	NONHSAG068639.2	chr14	23386030	23418763	+
ELH000710	N.A.	NONHSAG069085.1	chr14	23381986	23389627	-
ELH000744	N.A.	NONHSAG069272.1	chr14	67110138	67180994	-
ELH000765	HSALNG0102769	NONHSAG069347.1	chr14	81087478	81093735	-
ELH000758	HSALNG0102526	NONHSAG069876.2	chr14	75569138	75579589	-
ELH000799	HSALNG0105203	NONHSAG070692.1	chr15	40142869	40180195	-
ELH000819	N.A.	NONHSAG070808.1	chr15	65002519	65005578	-
ELH000887	N.A.	NONHSAG071432.1	chr16	2309310	2331655	+
ELH000966	N.A.	NONHSAG071845.1	chr16	78233583	78305034	+
ELH000866	N.A.	NONHSAG072023.1	chr16	13924753	13926703	-
ELH000870	N.A.	NONHSAG072029.1	chr16	14435720	14447050	-
ELH000877	N.A.	NONHSAG072038.1	chr16	15738631	15756457	-
ELH000968	N.A.	NONHSAG072278.1	chr16	78272513	78328061	-
ELH001019	N.A.	NONHSAG072948.1	chr17	10694899	10709768	+
ELH001084	N.A.	NONHSAG073119.1	chr17	39725636	39725880	+
ELH001087	N.A.	NONHSAG073131.1	chr17	40628084	40630795	+
ELH001141	HSALNG0117695	NONHSAG073270.1	chr17	58218594	58232831	+
ELH001188	HSALNG0118851	NONHSAG073380.2	chr17	76537335	76792366	+
ELH001193	N.A.	NONHSAG073384.1	chr17	76734117	76737331	+
ELH001198	N.A.	NONHSAG073513.1	chr17	7700739	7708201	-
ELH001060	N.A.	NONHSAG073597.1	chr17	31305029	31321675	-
ELH001074	N.A.	NONHSAG073639.1	chr17	37293561	37852819	-
ELH001091	N.A.	NONHSAG073664.1	chr17	41754612	41757741	-
ELH001181	HSALNG0118779	NONHSAG073857.1	chr17	75725836	75737638	-
ELH001269	N.A.	NONHSAG074531.1	chr18	670833	673496	+
ELH001230	N.A.	NONHSAG074626.1	chr18	22181496	22201583	+
ELH001231	N.A.	NONHSAG074635.1	chr18	22981281	22993162	+
ELH001234	N.A.	NONHSAG075053.1	chr18	23539241	23539565	-
ELH001282	N.A.	NONHSAG075975.1	chr19	10491701	10492269	+
ELH001298	N.A.	NONHSAG075987.1	chr19	12940251	12944488	+
ELH001313	N.A.	NONHSAG076003.1	chr19	15170669	15174405	+
ELH001353	N.A.	NONHSAG076126.1	chr19	38580078	38587560	+
ELH001369	N.A.	NONHSAG076171.1	chr19	45354720	45370241	+
ELH001293	HSALNG0122997	NONHSAG076294.1	chr19	1257192	1259142	-
ELH001343	N.A.	NONHSAG076323.1	chr19	3632873	3643350	-
ELH001314	N.A.	NONHSAG076396.1	chr19	15191424	15201477	-
ELH001318	N.A.	NONHSAG076419.1	chr19	17826550	17826910	-
ELH001565	N.A.	NONHSAG077228.1	chr2	29328388	29351579	+
ELH001585	N.A.	NONHSAG077324.1	chr2	47369328	47374498	+
ELH001625	HSALNG0017031	NONHSAG077551.2	chr2	96208407	96254237	+
ELH001501	N.A.	NONHSAG078036.1	chr2	188993216	188994388	+
ELH001627	N.A.	NONHSAG078875.1	chr2	96254846	96265982	-
ELH001427	N.A.	NONHSAG078935.1	chr2	105360831	105363473	-
ELH001440	HSALNG0018028	NONHSAG078983.2	chr2	113055680	113375038	-
ELH001468	HSALNG0020385	NONHSAG079231.2	chr2	172464229	172556596	-
ELH001495	N.A.	NONHSAG079276.1	chr2	178793404	178807414	-
ELH001500	HSALNG0021026	NONHSAG079297.1	chr2	188982965	188984800	-
ELH001510	HSALNG0021079	NONHSAG079300.1	chr2	189852821	189879675	-
ELH001546	N.A.	NONHSAG079507.1	chr2	239960741	239990499	-
ELH001592	HSALNG0015042;HSALNG0015050	NONHSAG079880.2	chr2	55705434	56035156	+
ELH001431	HSALNG0017686	NONHSAG080253.2	chr2	107534180	107587169	-
ELH001649	HSALNG0130328	NONHSAG081548.1	chr20	44585114	44624312	+
ELH001673	N.A.	NONHSAG081706.1	chr20	63662183	63662483	+
ELH001674	N.A.	NONHSAG081708.1	chr20	63693268	63696241	+
ELH001676	N.A.	NONHSAG081709.1	chr20	63696671	63698676	+
ELH001667	N.A.	NONHSAG082056.1	chr20	56369410	56390666	-
ELH001686	N.A.	NONHSAG082822.1	chr21	25571020	26043732	+
ELH001703	N.A.	NONHSAG082893.1	chr21	34941882	34942725	+
ELH001704	HSALNG0133377	NONHSAG082950.2	chr21	43038807	43113335	+
ELH001771	HSALNG0135388	NONHSAG083734.1	chr22	38130216	38150612	+
ELH001786	N.A.	NONHSAG083859.1	chr22	50523926	50524780	+
ELH001775	N.A.	NONHSAG084005.1	chr22	39223684	39230224	-
ELH001787	N.A.	NONHSAG084074.1	chr22	50525756	50526388	-
ELH001866	N.A.	NONHSAG084532.1	chr3	30606589	30650379	+
ELH001806	N.A.	NONHSAG084918.2	chr3	123692463	123718005	+
ELH001814	HSALNG0028800;HSALNG0028801	NONHSAG084937.2	chr3	128488081	128541828	+
ELH001859	N.A.	NONHSAG085289.1	chr3	196025969	196054942	+
ELH001793	HSALNG0024091	NONHSAG085333.1	chr3	10148326	10153298	-
ELH001809	HSALNG0024214	NONHSAG085347.1	chr3	12430223	12434194	-
ELH001827	N.A.	NONHSAG085361.1	chr3	14145311	14148652	-
ELH001884	N.A.	NONHSAG085522.1	chr3	52402779	52403598	-
ELH001846	HSALNG0031198	NONHSAG085975.2	chr3	184074024	184155299	-
ELH001942	N.A.	NONHSAG087334.1	chr4	1801463	1803739	+
ELH001918	N.A.	NONHSAG087751.1	chr4	113293458	113303710	+
ELH001929	HSALNG0037853	NONHSAG088593.1	chr4	151256014	151316806	-
ELH002000	HSALNG0039543	NONHSAG089928.1	chr5	1295161	1297666	+
ELH002044	N.A.	NONHSAG090726.1	chr5	177515928	177516760	+
ELH002103	N.A.	NONHSAG091094.1	chr5	87376256	87377180	-
ELH002020	N.A.	NONHSAG091311.1	chr5	150118749	150123063	-
ELH002161	HSALNG0048722	NONHSAG093064.2	chr6	25992699	26271353	+
ELH002173	N.A.	NONHSAG093114.1	chr6	30986950	30988553	+
ELH002200	HSALNG0050595	NONHSAG093267.1	chr6	52069157	52072772	+
ELH002124	N.A.	NONHSAG093557.1	chr6	118558842	118560599	+
ELH002127	HSALNG0053233	NONHSAG093581.1	chr6	123333242	123339509	+
ELH002132	N.A.	NONHSAG093582.1	chr6	123481303	123513455	+
ELH002189	HSALNG0049981	NONHSAG094148.2	chr6	40878735	41106712	-
ELH002326	N.A.	NONHSAG096403.1	chr7	65781538	66542549	+
ELH002353	N.A.	NONHSAG096479.1	chr7	87446014	87585473	+
ELH002311	HSALNG0057946	NONHSAG097101.1	chr7	50385895	50400114	-
ELH002334	N.A.	NONHSAG097137.1	chr7	66991279	66995549	-
ELH002433	HSALNG0063701	NONHSAG098653.2	chr8	18084228	18127457	+
ELH002444	N.A.	NONHSAG098791.1	chr8	42271317	42297894	+
ELH002461	N.A.	NONHSAG098887.1	chr8	67158464	67175341	+
ELH002465	N.A.	NONHSAG098897.1	chr8	71211570	71215595	+
ELH002419	HSALNG0069352	NONHSAG099242.2	chr8	143868172	143922806	+
ELH002538	HSALNG0070397	NONHSAG101229.2	chr9	21994130	22876946	+
ELH002544	N.A.	NONHSAG101285.1	chr9	35073732	35079607	+
ELH002576	HSALNG0072962	NONHSAG101513.1	chr9	95105562	95141733	+
ELH002579	HSALNG0072961	NONHSAG101514.1	chr9	95147217	95161286	+
ELH002482	HSALNG0073449	NONHSAG101564.2	chr9	105318213	105644616	+
ELH002564	N.A.	NONHSAG102065.1	chr9	78325254	78335465	-
ELH002589	HSALNG0072982;HSALNG0072983	NONHSAG102979.2	chr9	95506188	95569883	+
ELH002651	N.A.	NONHSAG103361.1	chrX	40071944	40077957	+
ELH002653	N.A.	NONHSAG103373.1	chrX	41346595	41349438	+
ELH002661	HSALNG0137813	NONHSAG103763.2	chrX	48775614	48801611	-
ELH000163	N.A.	NONHSAG105222.1	chr1	235432985	235433231	+
ELH000033	HSALNG0006512	NONHSAG105516.1	chr1	119726999	119744212	-
ELH000271	HSALNG0076338	NONHSAG105781.1	chr10	14905805	14913472	+
ELH000483	N.A.	NONHSAG106354.1	chr11	74493380	74511511	+
ELH000497	N.A.	NONHSAG106370.1	chr11	93808726	93812395	+
ELH000505	N.A.	NONHSAG106816.1	chr12	102853541	102904920	+
ELH000775	HSALNG0103229	NONHSAG107554.1	chr14	92039542	92065643	+
ELH001135	N.A.	NONHSAG108678.1	chr17	50192993	50199087	+
ELH001136	HSALNG0117270	NONHSAG108679.1	chr17	50199811	50201647	+
ELH001157	N.A.	NONHSAG108713.1	chr17	61791376	61810842	+
ELH001062	N.A.	NONHSAG108872.1	chr17	31349328	31391523	-
ELH001534	N.A.	NONHSAG110440.1	chr2	218659811	218661201	-
ELH001699	N.A.	NONHSAG110824.1	chr21	34841124	34884995	+
ELH001825	N.A.	NONHSAG111439.1	chr3	14141443	14144509	-
ELH001865	HSALNG0024918	NONHSAG111452.1	chr3	30603889	30606347	-
ELH001867	N.A.	NONHSAG111453.1	chr3	30621347	30671791	-
ELH002084	N.A.	NONHSAG112324.1	chr5	69115380	69129974	+
ELH002104	N.A.	NONHSAG112640.1	chr5	87389303	87392824	-
ELH002174	HSALNG0047567	NONHSAG113123.1	chr6	3104423	3118597	-
ELH002337	N.A.	NONHSAG113814.1	chr7	74048744	74062301	-
ELH002363	N.A.	NONHSAG113841.1	chr7	94418419	94431219	-
ELH002663	N.A.	NONHSAG115019.1	chrX	64189863	64193331	+
ELH002637	HSALNG0136858	NONHSAG115114.1	chrX	17635512	17737080	-
ELH000613	N.A.	NONHSAG115285.1	chr12	64099415	64130539	-
ELH000897	N.A.	NONHSAG115295.1	chr16	28341434	29370272	+
ELH001568	N.A.	NONHSAG115313.1	chr2	29841187	29955405	-
ELH001691	N.A.	NONHSAG115325.1	chr21	34353099	34375364	-
